Performed by,Date/Time,Transducer SN,Transducer Span,Transducer PPR,Reading Number,Primary result,Secondary result,Duration,Direction,Reading Comment,Job type,Job name,Job Description,Torque Units,Subgroup number,Torque Threshold,Torque LSL,Torque LCL,Torque Target,Torque UCL,Torque USL,Angle Threshold,Angle LSL,Angle LCL,Angle Target,Angle UCL,Angle USL
 ,01/07/2018 17:00:18,85695,50.000000,0,2,79.11,0.0,30.072,0,,PEAK,,,lbin,1,3.00,4.20,44.20,61.30,442.50,142.50,22.10,0.0,0.0,25.0,50.0,50.0
Time,Torque
0.251,16.29,,
0.252,16.29,,
0.253,15.88,,
0.254,16.23,,
0.255,14.64,,
0.256,14.34,,
0.257,15.61,,
0.258,15.72,,
0.259,15.83,,
0.260,16.40,,
0.261,17.12,,
0.262,17.10,,
0.263,17.53,,
0.264,19.85,,
0.265,16.37,,
0.266,14.77,,
0.267,14.88,,
0.268,18.66,,
0.269,22.12,,
0.270,22.77,,
0.271,20.91,,
0.272,19.77,,
0.273,18.18,,
0.274,17.99,,
0.275,18.77,,
0.276,19.72,,
0.277,21.18,,
0.278,23.74,,
0.279,24.36,,
0.280,22.12,,
0.281,20.99,,
0.282,21.47,,
0.283,19.66,,
0.284,19.64,,
0.285,20.23,,
0.286,20.15,,
0.287,21.99,,
0.288,20.34,,
0.289,18.85,,
0.290,19.39,,
0.291,24.36,,
0.292,25.12,,
0.293,21.31,,
0.294,16.94,,
0.295,14.99,,
0.296,15.04,,
0.297,14.59,,
0.298,13.56,,
0.299,14.07,,
0.300,13.37,,
0.301,13.40,,
0.302,13.99,,
0.303,14.07,,
0.304,15.67,,
0.305,15.64,,
0.306,13.72,,
0.307,13.75,,
0.308,15.83,,
0.309,16.04,,
0.310,17.53,,
0.311,17.66,,
0.312,18.31,,
0.313,22.15,,
0.314,24.63,,
0.315,24.61,,
0.316,22.55,,
0.317,21.77,,
0.318,21.93,,
0.319,21.42,,
0.320,19.61,,
0.321,19.64,,
0.322,21.66,,
0.323,21.18,,
0.324,20.47,,
0.325,19.64,,
0.326,19.12,,
0.327,18.58,,
0.328,18.58,,
0.329,18.66,,
0.330,18.56,,
0.331,18.23,,
0.332,18.18,,
0.333,17.10,,
0.334,17.39,,
0.335,20.10,,
0.336,25.47,,
0.337,25.98,,
0.338,23.69,,
0.339,22.01,,
0.340,20.26,,
0.341,19.77,,
0.342,17.83,,
0.343,17.31,,
0.344,17.91,,
0.345,18.15,,
0.346,17.99,,
0.347,17.02,,
0.348,14.42,,
0.349,13.15,,
0.350,13.07,,
0.351,15.18,,
0.352,15.56,,
0.353,14.10,,
0.354,14.21,,
0.355,15.18,,
0.356,16.40,,
0.357,16.18,,
0.358,18.50,,
0.359,22.50,,
0.360,24.34,,
0.361,22.09,,
0.362,20.53,,
0.363,22.69,,
0.364,22.99,,
0.365,18.88,,
0.366,18.91,,
0.367,19.07,,
0.368,19.88,,
0.369,20.12,,
0.370,19.69,,
0.371,19.02,,
0.372,18.10,,
0.373,18.18,,
0.374,18.42,,
0.375,17.18,,
0.376,17.15,,
0.377,19.15,,
0.378,19.15,,
0.379,20.01,,
0.380,20.53,,
0.381,23.99,,
0.382,23.88,,
0.383,21.72,,
0.384,21.66,,
0.385,18.56,,
0.386,18.04,,
0.387,20.07,,
0.388,20.26,,
0.389,20.01,,
0.390,18.88,,
0.391,17.85,,
0.392,17.56,,
0.393,17.53,,
0.394,16.61,,
0.395,17.18,,
0.396,15.15,,
0.397,14.40,,
0.398,14.64,,
0.399,14.53,,
0.400,15.26,,
0.401,16.10,,
0.402,16.34,,
0.403,19.29,,
0.404,22.42,,
0.405,21.64,,
0.406,20.28,,
0.407,20.74,,
0.408,20.28,,
0.409,21.93,,
0.410,21.53,,
0.411,21.53,,
0.412,22.36,,
0.413,20.50,,
0.414,19.91,,
0.415,20.20,,
0.416,19.37,,
0.417,18.85,,
0.418,17.69,,
0.419,17.61,,
0.420,16.67,,
0.421,16.67,,
0.422,18.04,,
0.423,20.50,,
0.424,20.61,,
0.425,20.12,,
0.426,21.45,,
0.427,21.93,,
0.428,20.39,,
0.429,18.66,,
0.430,18.18,,
0.431,19.83,,
0.432,19.42,,
0.433,19.77,,
0.434,19.18,,
0.435,17.85,,
0.436,16.72,,
0.437,15.61,,
0.438,14.69,,
0.439,14.86,,
0.440,15.53,,
0.441,14.99,,
0.442,15.48,,
0.443,16.04,,
0.444,15.77,,
0.445,15.80,,
0.446,16.91,,
0.447,17.56,,
0.448,21.39,,
0.449,21.10,,
0.450,20.31,,
0.451,21.47,,
0.452,19.42,,
0.453,19.88,,
0.454,20.93,,
0.455,20.96,,
0.456,21.07,,
0.457,21.85,,
0.458,19.80,,
0.459,19.56,,
0.460,17.18,,
0.461,16.15,,
0.462,16.15,,
0.463,16.13,,
0.464,16.10,,
0.465,16.56,,
0.466,16.80,,
0.467,18.64,,
0.468,17.88,,
0.469,16.04,,
0.470,15.64,,
0.471,18.99,,
0.472,18.26,,
0.473,18.80,,
0.474,21.34,,
0.475,20.47,,
0.476,19.91,,
0.477,19.23,,
0.478,18.12,,
0.479,16.75,,
0.480,17.12,,
0.481,17.58,,
0.482,14.96,,
0.483,14.18,,
0.484,14.21,,
0.485,15.07,,
0.486,17.77,,
0.487,19.53,,
0.488,19.83,,
0.489,17.66,,
0.490,16.88,,
0.491,17.39,,
0.492,17.45,,
0.493,21.34,,
0.494,21.28,,
0.495,23.82,,
0.496,22.31,,
0.497,21.23,,
0.498,21.28,,
0.499,21.66,,
0.500,20.64,,
0.501,20.72,,
0.502,22.58,,
0.503,23.17,,
0.504,23.15,,
0.505,20.42,,
0.506,17.15,,
0.507,15.37,,
0.508,15.40,,
0.509,16.48,,
0.510,20.42,,
0.511,20.10,,
0.512,21.04,,
0.513,20.15,,
0.514,18.23,,
0.515,17.88,,
0.516,18.23,,
0.517,20.01,,
0.518,21.77,,
0.519,22.61,,
0.520,19.45,,
0.521,18.29,,
0.522,16.80,,
0.523,16.83,,
0.524,16.40,,
0.525,16.56,,
0.526,16.45,,
0.527,17.18,,
0.528,17.04,,
0.529,15.61,,
0.530,15.53,,
0.531,16.91,,
0.532,16.91,,
0.533,17.85,,
0.534,19.15,,
0.535,16.50,,
0.536,14.91,,
0.537,15.53,,
0.538,17.48,,
0.539,21.93,,
0.540,25.39,,
0.541,25.39,,
0.542,25.12,,
0.543,22.82,,
0.544,21.85,,
0.545,20.77,,
0.546,20.28,,
0.547,21.93,,
0.548,20.64,,
0.549,20.61,,
0.550,19.15,,
0.551,18.72,,
0.552,18.75,,
0.553,19.10,,
0.554,18.69,,
0.555,20.01,,
0.556,21.80,,
0.557,22.53,,
0.558,17.91,,
0.559,17.77,,
0.560,17.34,,
0.561,17.37,,
0.562,22.39,,
0.563,23.82,,
0.564,26.74,,
0.565,22.15,,
0.566,20.74,,
0.567,19.85,,
0.568,19.72,,
0.569,18.99,,
0.570,18.96,,
0.571,21.18,,
0.572,20.96,,
0.573,19.77,,
0.574,18.72,,
0.575,18.58,,
0.576,18.45,,
0.577,18.12,,
0.578,18.42,,
0.579,19.47,,
0.580,21.01,,
0.581,20.50,,
0.582,18.15,,
0.583,17.93,,
0.584,20.20,,
0.585,23.66,,
0.586,26.66,,
0.587,28.12,,
0.588,25.71,,
0.589,24.69,,
0.590,24.74,,
0.591,23.28,,
0.592,22.18,,
0.593,21.04,,
0.594,21.80,,
0.595,21.58,,
0.596,21.15,,
0.597,21.07,,
0.598,20.28,,
0.599,19.83,,
0.600,19.66,,
0.601,19.88,,
0.602,20.88,,
0.603,21.18,,
0.604,20.91,,
0.605,20.99,,
0.606,21.77,,
0.607,24.47,,
0.608,27.96,,
0.609,27.93,,
0.610,27.33,,
0.611,27.01,,
0.612,25.39,,
0.613,24.96,,
0.614,23.66,,
0.615,24.23,,
0.616,24.63,,
0.617,25.04,,
0.618,22.99,,
0.619,21.85,,
0.620,20.20,,
0.621,18.99,,
0.622,18.75,,
0.623,17.69,,
0.624,17.56,,
0.625,17.56,,
0.626,19.02,,
0.627,18.96,,
0.628,18.75,,
0.629,19.99,,
0.630,20.45,,
0.631,24.71,,
0.632,25.90,,
0.633,27.23,,
0.634,26.66,,
0.635,26.58,,
0.636,26.93,,
0.637,27.93,,
0.638,26.20,,
0.639,25.17,,
0.640,25.07,,
0.641,25.20,,
0.642,24.23,,
0.643,23.36,,
0.644,22.77,,
0.645,22.07,,
0.646,21.34,,
0.647,20.88,,
0.648,21.01,,
0.649,21.26,,
0.650,22.53,,
0.651,21.34,,
0.652,20.39,,
0.653,21.69,,
0.654,23.63,,
0.655,27.93,,
0.656,27.74,,
0.657,25.98,,
0.658,24.77,,
0.659,23.12,,
0.660,23.36,,
0.661,24.74,,
0.662,25.34,,
0.663,24.80,,
0.664,24.09,,
0.665,24.61,,
0.666,21.64,,
0.667,19.91,,
0.668,18.96,,
0.669,17.58,,
0.670,17.56,,
0.671,17.72,,
0.672,17.96,,
0.673,18.42,,
0.674,19.99,,
0.675,19.66,,
0.676,19.74,,
0.677,21.99,,
0.678,24.66,,
0.679,24.58,,
0.680,27.12,,
0.681,26.42,,
0.682,26.39,,
0.683,25.42,,
0.684,24.69,,
0.685,26.77,,
0.686,26.93,,
0.687,26.77,,
0.688,26.66,,
0.689,26.23,,
0.690,25.42,,
0.691,21.93,,
0.692,21.31,,
0.693,19.96,,
0.694,19.72,,
0.695,19.53,,
0.696,19.74,,
0.697,21.01,,
0.698,20.47,,
0.699,18.75,,
0.700,19.26,,
0.701,20.61,,
0.702,20.28,,
0.703,23.74,,
0.704,24.28,,
0.705,24.39,,
0.706,24.36,,
0.707,25.55,,
0.708,27.69,,
0.709,26.01,,
0.710,24.98,,
0.711,24.01,,
0.712,23.34,,
0.713,22.66,,
0.714,20.58,,
0.715,19.66,,
0.716,17.12,,
0.717,17.15,,
0.718,16.34,,
0.719,16.42,,
0.720,19.37,,
0.721,20.12,,
0.722,19.34,,
0.723,19.77,,
0.724,19.45,,
0.725,19.74,,
0.726,21.50,,
0.727,25.01,,
0.728,26.23,,
0.729,25.52,,
0.730,26.71,,
0.731,25.88,,
0.732,27.23,,
0.733,27.25,,
0.734,25.04,,
0.735,24.77,,
0.736,26.85,,
0.737,26.42,,
0.738,24.85,,
0.739,21.61,,
0.740,20.47,,
0.741,19.23,,
0.742,20.01,,
0.743,19.64,,
0.744,20.34,,
0.745,22.31,,
0.746,22.55,,
0.747,24.44,,
0.748,23.58,,
0.749,23.96,,
0.750,24.96,,
0.751,24.93,,
0.752,24.80,,
0.753,26.09,,
0.754,27.20,,
0.755,26.55,,
0.756,24.20,,
0.757,23.15,,
0.758,22.12,,
0.759,21.80,,
0.760,20.82,,
0.761,20.23,,
0.762,19.69,,
0.763,18.66,,
0.764,17.56,,
0.765,16.75,,
0.766,15.88,,
0.767,16.53,,
0.768,20.26,,
0.769,22.55,,
0.770,22.53,,
0.771,20.31,,
0.772,19.64,,
0.773,20.26,,
0.774,22.66,,
0.775,25.47,,
0.776,29.23,,
0.777,29.52,,
0.778,30.01,,
0.779,28.77,,
0.780,29.12,,
0.781,28.28,,
0.782,28.68,,
0.783,28.79,,
0.784,28.85,,
0.785,28.85,,
0.786,27.42,,
0.787,23.96,,
0.788,20.66,,
0.789,20.34,,
0.790,20.66,,
0.791,21.39,,
0.792,21.64,,
0.793,24.96,,
0.794,25.85,,
0.795,24.09,,
0.796,22.96,,
0.797,22.01,,
0.798,24.31,,
0.799,26.74,,
0.800,29.52,,
0.801,30.68,,
0.802,28.41,,
0.803,25.31,,
0.804,21.23,,
0.805,21.23,,
0.806,20.64,,
0.807,20.64,,
0.808,20.47,,
0.809,19.34,,
0.810,19.10,,
0.811,18.66,,
0.812,17.58,,
0.813,17.42,,
0.814,17.48,,
0.815,18.75,,
0.816,19.50,,
0.817,20.85,,
0.818,22.12,,
0.819,22.99,,
0.820,21.10,,
0.821,21.31,,
0.822,23.72,,
0.823,27.04,,
0.824,28.82,,
0.825,28.79,,
0.826,27.25,,
0.827,26.36,,
0.828,25.71,,
0.829,24.50,,
0.830,23.58,,
0.831,22.69,,
0.832,22.69,,
0.833,23.44,,
0.834,23.44,,
0.835,22.31,,
0.836,21.53,,
0.837,20.34,,
0.838,20.26,,
0.839,20.12,,
0.840,22.93,,
0.841,23.12,,
0.842,25.88,,
0.843,25.39,,
0.844,24.74,,
0.845,25.85,,
0.846,29.23,,
0.847,34.41,,
0.848,29.98,,
0.849,29.31,,
0.850,28.12,,
0.851,28.06,,
0.852,27.69,,
0.853,26.79,,
0.854,25.96,,
0.855,25.44,,
0.856,23.20,,
0.857,22.31,,
0.858,20.58,,
0.859,19.20,,
0.860,18.12,,
0.861,17.91,,
0.862,18.39,,
0.863,18.39,,
0.864,19.10,,
0.865,19.72,,
0.866,20.18,,
0.867,22.80,,
0.868,24.44,,
0.869,23.20,,
0.870,24.66,,
0.871,30.82,,
0.872,30.93,,
0.873,28.68,,
0.874,28.66,,
0.875,28.74,,
0.876,28.31,,
0.877,27.50,,
0.878,25.77,,
0.879,24.07,,
0.880,24.07,,
0.881,23.12,,
0.882,23.36,,
0.883,19.80,,
0.884,19.39,,
0.885,18.66,,
0.886,18.66,,
0.887,19.96,,
0.888,20.77,,
0.889,21.55,,
0.890,22.34,,
0.891,23.36,,
0.892,23.77,,
0.893,24.58,,
0.894,27.28,,
0.895,31.25,,
0.896,32.49,,
0.897,31.98,,
0.898,29.31,,
0.899,29.36,,
0.900,29.33,,
0.901,28.98,,
0.902,27.15,,
0.903,24.55,,
0.904,24.31,,
0.905,23.42,,
0.906,22.74,,
0.907,22.47,,
0.908,20.20,,
0.909,18.66,,
0.910,17.77,,
0.911,18.02,,
0.912,18.12,,
0.913,20.93,,
0.914,20.50,,
0.915,19.64,,
0.916,20.23,,
0.917,22.74,,
0.918,22.74,,
0.919,25.15,,
0.920,30.41,,
0.921,32.14,,
0.922,33.33,,
0.923,29.93,,
0.924,29.33,,
0.925,29.25,,
0.926,29.39,,
0.927,27.20,,
0.928,27.01,,
0.929,26.09,,
0.930,25.63,,
0.931,25.31,,
0.932,23.34,,
0.933,22.31,,
0.934,21.53,,
0.935,21.53,,
0.936,23.17,,
0.937,24.44,,
0.938,23.55,,
0.939,22.82,,
0.940,22.85,,
0.941,24.47,,
0.942,24.96,,
0.943,27.71,,
0.944,29.93,,
0.945,29.95,,
0.946,29.93,,
0.947,30.12,,
0.948,30.39,,
0.949,29.01,,
0.950,27.96,,
0.951,27.96,,
0.952,27.42,,
0.953,27.44,,
0.954,27.52,,
0.955,25.52,,
0.956,22.15,,
0.957,20.99,,
0.958,19.50,,
0.959,19.04,,
0.960,17.56,,
0.961,17.42,,
0.962,18.45,,
0.963,21.82,,
0.964,23.72,,
0.965,22.01,,
0.966,21.72,,
0.967,22.55,,
0.968,26.25,,
0.969,30.22,,
0.970,31.87,,
0.971,30.93,,
0.972,28.96,,
0.973,28.98,,
0.974,31.68,,
0.975,31.74,,
0.976,29.79,,
0.977,28.96,,
0.978,28.87,,
0.979,27.85,,
0.980,28.23,,
0.981,25.66,,
0.982,23.88,,
0.983,23.85,,
0.984,23.99,,
0.985,22.50,,
0.986,22.53,,
0.987,23.20,,
0.988,23.34,,
0.989,22.74,,
0.990,26.42,,
0.991,26.85,,
0.992,28.93,,
0.993,29.98,,
0.994,31.17,,
0.995,32.33,,
0.996,31.06,,
0.997,28.68,,
0.998,28.36,,
0.999,28.14,,
1.000,30.14,,
1.001,27.44,,
1.002,27.36,,
1.003,25.50,,
1.004,24.58,,
1.005,22.34,,
1.006,20.26,,
1.007,17.21,,
1.008,17.10,,
1.009,17.10,,
1.010,18.64,,
1.011,19.74,,
1.012,21.47,,
1.013,21.82,,
1.014,24.28,,
1.015,23.55,,
1.016,23.23,,
1.017,25.58,,
1.018,32.09,,
1.019,34.17,,
1.020,35.73,,
1.021,33.06,,
1.022,28.50,,
1.023,28.39,,
1.024,31.03,,
1.025,30.49,,
1.026,29.98,,
1.027,27.90,,
1.028,27.82,,
1.029,26.82,,
1.030,26.04,,
1.031,23.07,,
1.032,21.39,,
1.033,19.88,,
1.034,19.85,,
1.035,19.07,,
1.036,20.26,,
1.037,21.42,,
1.038,24.04,,
1.039,26.52,,
1.040,29.47,,
1.041,30.60,,
1.042,32.09,,
1.043,33.63,,
1.044,34.36,,
1.045,32.60,,
1.046,30.85,,
1.047,29.47,,
1.048,28.77,,
1.049,27.69,,
1.050,26.47,,
1.051,24.85,,
1.052,23.96,,
1.053,23.34,,
1.054,22.45,,
1.055,21.91,,
1.056,20.72,,
1.057,17.96,,
1.058,16.85,,
1.059,16.75,,
1.060,17.85,,
1.061,19.31,,
1.062,21.31,,
1.063,20.85,,
1.064,20.85,,
1.065,21.61,,
1.066,23.66,,
1.067,25.90,,
1.068,30.55,,
1.069,32.52,,
1.070,32.57,,
1.071,32.44,,
1.072,30.39,,
1.073,28.17,,
1.074,28.98,,
1.075,28.14,,
1.076,28.39,,
1.077,30.68,,
1.078,29.58,,
1.079,28.87,,
1.080,25.42,,
1.081,21.61,,
1.082,20.77,,
1.083,19.85,,
1.084,19.07,,
1.085,18.61,,
1.086,19.10,,
1.087,22.99,,
1.088,26.79,,
1.089,24.58,,
1.090,22.99,,
1.091,24.12,,
1.092,26.42,,
1.093,29.79,,
1.094,31.58,,
1.095,28.58,,
1.096,28.82,,
1.097,29.17,,
1.098,27.87,,
1.099,26.31,,
1.100,26.50,,
1.101,27.06,,
1.102,25.63,,
1.103,23.99,,
1.104,22.96,,
1.105,24.26,,
1.106,22.28,,
1.107,21.39,,
1.108,21.18,,
1.109,22.82,,
1.110,24.17,,
1.111,23.55,,
1.112,23.85,,
1.113,23.39,,
1.114,22.01,,
1.115,22.42,,
1.116,25.74,,
1.117,33.44,,
1.118,33.90,,
1.119,33.38,,
1.120,30.87,,
1.121,30.55,,
1.122,26.39,,
1.123,25.77,,
1.124,24.44,,
1.125,23.82,,
1.126,24.04,,
1.127,22.96,,
1.128,23.20,,
1.129,23.31,,
1.130,22.39,,
1.131,22.04,,
1.132,21.37,,
1.133,20.74,,
1.134,20.12,,
1.135,21.69,,
1.136,23.63,,
1.137,26.96,,
1.138,25.93,,
1.139,22.85,,
1.140,22.63,,
1.141,25.15,,
1.142,27.82,,
1.143,30.04,,
1.144,29.23,,
1.145,30.82,,
1.146,29.87,,
1.147,27.28,,
1.148,27.39,,
1.149,27.12,,
1.150,26.44,,
1.151,23.66,,
1.152,22.99,,
1.153,24.77,,
1.154,23.53,,
1.155,21.39,,
1.156,20.80,,
1.157,20.31,,
1.158,20.69,,
1.159,22.45,,
1.160,24.15,,
1.161,26.06,,
1.162,25.04,,
1.163,24.69,,
1.164,22.34,,
1.165,22.15,,
1.166,25.58,,
1.167,30.41,,
1.168,32.28,,
1.169,31.55,,
1.170,30.06,,
1.171,30.09,,
1.172,30.68,,
1.173,28.20,,
1.174,25.52,,
1.175,24.93,,
1.176,23.42,,
1.177,24.58,,
1.178,24.55,,
1.179,21.72,,
1.180,19.74,,
1.181,19.12,,
1.182,18.45,,
1.183,20.91,,
1.184,22.93,,
1.185,23.36,,
1.186,25.39,,
1.187,27.39,,
1.188,25.82,,
1.189,24.53,,
1.190,24.77,,
1.191,27.25,,
1.192,27.60,,
1.193,31.39,,
1.194,30.74,,
1.195,27.12,,
1.196,27.12,,
1.197,27.85,,
1.198,28.12,,
1.199,29.68,,
1.200,26.96,,
1.201,26.82,,
1.202,28.01,,
1.203,27.04,,
1.204,24.04,,
1.205,22.31,,
1.206,22.39,,
1.207,23.36,,
1.208,22.96,,
1.209,22.85,,
1.210,23.34,,
1.211,23.39,,
1.212,24.31,,
1.213,24.20,,
1.214,25.31,,
1.215,27.44,,
1.216,28.77,,
1.217,30.17,,
1.218,35.14,,
1.219,30.55,,
1.220,28.58,,
1.221,29.39,,
1.222,29.74,,
1.223,29.55,,
1.224,27.90,,
1.225,28.82,,
1.226,28.82,,
1.227,28.28,,
1.228,26.90,,
1.229,22.93,,
1.230,21.47,,
1.231,21.74,,
1.232,22.28,,
1.233,22.15,,
1.234,22.01,,
1.235,23.50,,
1.236,25.42,,
1.237,24.34,,
1.238,25.04,,
1.239,24.36,,
1.240,24.55,,
1.241,28.55,,
1.242,32.87,,
1.243,30.82,,
1.244,29.17,,
1.245,27.93,,
1.246,28.47,,
1.247,29.20,,
1.248,28.87,,
1.249,29.90,,
1.250,29.52,,
1.251,28.58,,
1.252,27.06,,
1.253,26.63,,
1.254,24.42,,
1.255,23.34,,
1.256,22.34,,
1.257,22.26,,
1.258,21.93,,
1.259,22.31,,
1.260,23.12,,
1.261,23.12,,
1.262,24.04,,
1.263,27.87,,
1.264,26.79,,
1.265,25.44,,
1.266,27.74,,
1.267,31.66,,
1.268,35.01,,
1.269,33.71,,
1.270,33.55,,
1.271,30.95,,
1.272,30.66,,
1.273,31.63,,
1.274,30.63,,
1.275,29.23,,
1.276,29.23,,
1.277,28.93,,
1.278,28.09,,
1.279,25.12,,
1.280,21.96,,
1.281,21.91,,
1.282,22.55,,
1.283,22.77,,
1.284,24.26,,
1.285,22.88,,
1.286,22.88,,
1.287,25.25,,
1.288,25.98,,
1.289,26.42,,
1.290,25.90,,
1.291,27.50,,
1.292,30.04,,
1.293,31.63,,
1.294,32.95,,
1.295,32.98,,
1.296,33.11,,
1.297,34.01,,
1.298,34.36,,
1.299,34.90,,
1.300,34.33,,
1.301,34.06,,
1.302,31.47,,
1.303,24.61,,
1.304,24.66,,
1.305,26.63,,
1.306,25.34,,
1.307,24.66,,
1.308,24.17,,
1.309,24.15,,
1.310,25.04,,
1.311,26.06,,
1.312,24.23,,
1.313,24.23,,
1.314,25.12,,
1.315,26.44,,
1.316,27.44,,
1.317,31.06,,
1.318,33.11,,
1.319,33.09,,
1.320,32.52,,
1.321,32.66,,
1.322,32.30,,
1.323,32.20,,
1.324,32.09,,
1.325,31.93,,
1.326,31.44,,
1.327,29.60,,
1.328,28.14,,
1.329,30.41,,
1.330,28.20,,
1.331,26.47,,
1.332,26.17,,
1.333,24.55,,
1.334,24.09,,
1.335,24.66,,
1.336,26.09,,
1.337,24.74,,
1.338,23.47,,
1.339,24.77,,
1.340,28.33,,
1.341,28.01,,
1.342,28.20,,
